Michael K.,/user_details?userid=YIF41kppR2RaV0Yc5SBe6g,"Queens Village, New York, NY",3/6/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Thomas F.,/user_details?userid=1TiHrRt2_x-poldKPk0pYg,"New York, NY",3/15/2023,5.0,I came in with some friends randomly and loved the vibe of this place. Everyone was very nice and the food was great. I had the bone marrow to start (which was a special that night) and then had a GIANT! porkchop. The drinks were good too but next time I need to save room to try some dessert. Definitely coming back.,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ginny K.,/user_details?userid=_DyFaIlJghLnuL-w4kfD-Q,"Boston, MA",3/25/2023,5.0,"Great food! Got the eggs in purgatory, which were spicy and delicious, and the hot buttered rum is to die for on a rainy day.",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle W.,/user_details?userid=G-X1AJpYR_52LjObWJINEQ,"Brooklyn, NY",1/17/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elisa H.,/user_details?userid=ExhcUTTcj_MBhZdFQT9KYg,"Brooklyn, NY",1/15/2023,3.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julia K.,/user_details?userid=wqd6Ld2NEVD4HdG3FH1R7Q,"Ridgefield, CT",1/8/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ronen S.,/user_details?userid=pE8ytBSRj8cpcqDr1KK-VQ,"Manhattan, NY",4/8/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Caroline W.,/user_details?userid=kAjoKKXv0ZShMKX227FwUA,"Miami, FL",4/8/2023,5.0,"Inside the restaurant, a whole new world unlocks. It's intricate and delicate tasting dishes are bound to leave you satiated with a sense of gratitude and appease.",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jonathan L.,/user_details?userid=s2yJMV-A3ePxcM47s6X-cQ,"Boerum Hill, NY",3/17/2023,5.0,Amazing food. I dropped by after going to the botanic garden. The drinks were strong but tasty. I order some apps and the pork chop...wow what an experience. I thought I was going to a random hole in the wall but the food was delicious. The service was great and the whole place had a very chill vibe. Definitely recommend.,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rits M.,/user_details?userid=1iF8AZDqmw6P1uCrkQe94A,"Manhattan, NY",8/27/2022,4.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christina V.,/user_details?userid=Tq59ALMqqvfCopqDOdu0fg,"Midland Beach, NY",12/11/2022,5.0,"Finally had the chance to try this very cute corner spot. Tastefully decorated, loved the bar seating which had comfort in mind with coat hooks and a foot rest ! Great music selection and lighting. Someone who seemed to be the owner was very accommodating. The bartender was also very cool and made his recommendations was on point with his mixology. They have a happy hour from 5-7pm. We had the salmon tartare which was amazing ! Layered with radishes,a tart seasoning and crispy onions it was perfect and fresh. The Arden burger was also a hit. the fries were perfect , loved the kimchi seasoning on the burger. I would have liked to just order the burger off the dinner menu without the beer for the lesser price but was told I couldn't do that. Will definitely be back.",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ann S.,/user_details?userid=HFXX62h9ju_9burSTVwNiA,"Brooklyn, NY",9/1/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
