Veronika L.,/user_details?userid=dK7aspoCEiscXm-GVGsghg,"Frankfort, NY",2/25/2023,5.0,"Delicious food, there are heaters for the outside seating area so you stay warm, service was good, small wait time, which was appropriate considering it was a sit down place, certainly worth it!",https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kathryn P.,/user_details?userid=UyL78rZSziPJ_2JMaAL1YQ,"New York, NY",4/2/2023,5.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Charmaine T.,/user_details?userid=OCsDkdU9FGpiwyqutygU4A,"New York, NY",3/30/2023,5.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hui L.,/user_details?userid=F2P9_tATOMNbvUUxTVLHNw,"New York, NY",3/22/2023,4.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shirley H.,/user_details?userid=25CV6OZQDUcBiKYfrL2ogg,"New York, NY",3/19/2023,4.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julia H.,/user_details?userid=HGUyWBhs0Jnmif7NZWKYrg,"Brooklyn, NY",3/14/2023,5.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jason L.,/user_details?userid=mUc8pUGnCx6mZAGgzeS4SA,"Brooklyn, NY",3/9/2023,5.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenny C.,/user_details?userid=1eHAX1KlhOC1bDMdWleJSg,"Seattle, WA",2/19/2023,5.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Samantha W.,/user_details?userid=ug8Fb7kFeJhQyfIX2seAPg,"Brooklyn, NY",2/10/2023,5.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Victor H.,/user_details?userid=xSeIZy9MXV4cAW2X3o8Usw,"Queens, NY",1/29/2023,5.0,No comment,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
